X.periodo,escuela,cve.municipio,municipio,programa,programa.desglose,clave.carr,carrera,nuevo.ingreso,egresados,titulados,clasificacion,region,matricula
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,5062200083,LICENCIATURA EN INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN,0,0,0,OTRO,centro,17
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,5072200004,LICENCIATURA EN DISEÑO E INDUSTRIA DEL VESTIDO,0,0,0,OTRO,centro,31
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5021500071,"LICENCIATURA EN DISEÑO, ANIMACIÓN Y ARTE DIGITAL",57,8,0,OTRO,centro,174
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,52,27,0,OTRO,centro,209
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,47,2,0,OTRO,centro,167
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,2,11,0,OTRO,centro,40
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5041100032,LICENCIATURA EN COMERCIO INTERNACIONAL,12,0,0,OTRO,centro,45
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5041100056,LICENCIATURA EN NEGOCIOS INTERNACIONALES,48,6,0,OTRO,centro,158
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5041200028,LICENCIATURA EN MERCADOTECNIA,1,5,0,OTRO,centro,44
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,28,23,0,OTRO,centro,167
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,52,27,0,OTRO,centro,225
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5042200088,LICENCIATURA INTERNACIONAL EN TURISMO Y REUNIONES,30,0,0,OTRO,centro,70
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5042400033,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y ADMINISTRACIÓN,53,0,0,OTRO,centro,209
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5061300054,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,47,0,0,OTRO,centro,119
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5071100025,LICENCIATURA EN INGENIERÍA MECÁNICA,37,0,0,OTRO,centro,71
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5071300019,LICENCIATURA EN INGENIERÍA MECATRÓNICA,44,0,0,OTRO,centro,87
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5071400027,LICENCIATURA EN INGENIERÍA QUÍMICA,40,0,0,OTRO,centro,80
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5071700027,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS,30,11,0,OTRO,centro,137
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5071700078,LICENCIATURA EN INGENIERÍA EN SOFTWARE Y REDES,12,0,0,OTRO,centro,61
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5073100009,LICENCIATURA EN ARQUITECTURA,56,0,0,OTRO,centro,230
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5073200022,LICENCIATURA EN INGENIERÍA CIVIL,43,0,0,OTRO,centro,74
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,145,0,0,OTRO,centro,437
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5094100001,LICENCIATURA EN FISIOTERAPIA,184,0,0,OTRO,centro,679
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5094200006,LICENCIATURA EN NUTRICIÓN,48,8,0,OTRO,centro,137
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5101500006,LICENCIATURA EN GASTRONOMÍA,138,0,0,OTRO,centro,322
p2019-2020,UNIVERSIDAD TECNOLOGICA DE MEXICO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5041200167,LICENCIATURA EN MERCADOTECNIA DIGITAL Y PUBLICIDAD ,27,0,0,OTRO,centro,49
p2019-2020,COLEGIO TECNICO DECROLY,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,15,48,48,OTRO,centro,65
p2019-2020,COLEGIO TECNICO DECROLY,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041400026,LICENCIATURA EN CONTADURÍA,5,2,2,OTRO,centro,15
p2019-2020,UTEGRA CENTRO DE ESTUDIOS SUPERIORES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,4,43,20,OTRO,centro,36
p2019-2020,UTEGRA CENTRO DE ESTUDIOS SUPERIORES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,4,7,1,OTRO,centro,28
p2019-2020,UTEGRA CENTRO DE ESTUDIOS SUPERIORES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041200028,LICENCIATURA EN MERCADOTECNIA,2,0,0,OTRO,centro,9
p2019-2020,UTEGRA CENTRO DE ESTUDIOS SUPERIORES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,10,19,6,OTRO,centro,35
p2019-2020,UTEGRA CENTRO DE ESTUDIOS SUPERIORES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,7,11,5,OTRO,centro,31
p2019-2020,UNIVERSIDAD VIRTUAL EDUCANET DE MEXICO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5011500002,LICENCIATURA EN EDUCACIÓN,5,3,0,OTRO,centro,17
p2019-2020,UNIVERSIDAD VIRTUAL EDUCANET DE MEXICO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,59,4,0,OTRO,centro,293
p2019-2020,UNIVERSIDAD VIRTUAL EDUCANET DE MEXICO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,2,7,0,OTRO,centro,12
p2019-2020,UNIVERSIDAD VIRTUAL EDUCANET DE MEXICO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041100032,LICENCIATURA EN COMERCIO INTERNACIONAL,0,0,0,OTRO,centro,1
p2019-2020,UNIVERSIDAD VIRTUAL EDUCANET DE MEXICO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041200028,LICENCIATURA EN MERCADOTECNIA,0,0,0,OTRO,centro,1
p2019-2020,UNIVERSIDAD VIRTUAL EDUCANET DE MEXICO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,2,0,0,OTRO,centro,9
p2019-2020,UNIVERSIDAD VIRTUAL EDUCANET DE MEXICO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,4,4,0,OTRO,centro,13
p2019-2020,UNIVERSIDAD SANTANDER,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,5011200014,LICENCIATURA EN EDUCACIÓN CON ACENTUACIÓN EN GESTIÓN E INNOVACIÓN,8,12,0,OTRO,centro,160
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5011100015,LICENCIATURA EN PEDAGOGÍA,18,36,3,OTRO,centro,120
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,52,69,1,OTRO,centro,271
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,13,17,0,OTRO,centro,69
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033200006,LICENCIATURA EN CRIMINOLOGÍA,9,42,4,OTRO,centro,79
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033200006,LICENCIATURA EN CRIMINOLOGÍA,15,50,1,OTRO,centro,103
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041400053,LICENCIATURA EN CONTADURÍA Y FINANZAS,9,16,0,OTRO,centro,53
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,19,21,0,OTRO,centro,50
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5094200006,LICENCIATURA EN NUTRICIÓN,47,38,2,OTRO,centro,162
p2019-2020,UNIVERSIDAD METROPOLITANA DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5101500006,LICENCIATURA EN GASTRONOMÍA,16,19,5,OTRO,centro,32
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5042100075,LICENCIATURA EN ADMINISTRACIÓN EMPRESARIAL,17,0,0,OTRO,cienega,38
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5071700012,LICENCIATURA EN INGENIERÍA INDUSTRIAL,11,0,0,OTRO,cienega,20
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5011100015,LICENCIATURA EN PEDAGOGÍA,35,0,0,OTRO,cienega,64
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5011400004,LICENCIATURA EN TECNOLOGÍA EDUCATIVA,0,3,0,OTRO,cienega,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LIC. FORM. DOCEN.,LIC. FORM. DOCEN.,5012601011,"LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE",18,17,16,OTRO,cienega,57
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5021600078,LICENCIATURA EN DISEÑO E INDUSTRIA DEL VESTIDO Y DE LA MODA,14,0,2,OTRO,cienega,31
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5031100029,LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL,0,6,0,OTRO,cienega,13
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,0,10,4,OTRO,cienega,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5021500029,LICENCIATURA EN DISEÑO GRÁFICO DIGITAL,0,21,15,OTRO,altos.sur,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5021500029,LICENCIATURA EN DISEÑO GRÁFICO DIGITAL,23,0,0,OTRO,altos.sur,61
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5032100016,LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN,0,11,13,OTRO,altos.sur,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5032100016,LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN,18,0,0,OTRO,altos.sur,51
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,0,29,10,OTRO,altos.sur,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,30,41,17,OTRO,altos.sur,103
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5033100029,LICENCIATURA EN DERECHO Y CIENCIAS JURÍDICAS,11,0,0,OTRO,altos.sur,74
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5041200028,LICENCIATURA EN MERCADOTECNIA,0,14,8,OTRO,altos.sur,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5041200028,LICENCIATURA EN MERCADOTECNIA,24,9,10,OTRO,altos.sur,53
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5041200035,LICENCIATURA EN MERCADOTECNIA ESTRATÉGICA,20,0,0,OTRO,altos.sur,65
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5041400003,LICENCIATURA EN CONTABILIDAD Y FINANZAS,35,0,0,OTRO,altos.sur,108
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5041400026,LICENCIATURA EN CONTADURÍA,0,40,10,OTRO,altos.sur,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,0,37,22,OTRO,altos.sur,0
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,68,52,34,OTRO,altos.sur,182
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5042100075,LICENCIATURA EN ADMINISTRACIÓN EMPRESARIAL,17,0,0,OTRO,altos.sur,71
p2019-2020,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS TEPATITLAN,93,TEPATITLAN DE MORELOS,LIC. FORM. DOCEN.,LIC. FORM. DOCEN.,5012601011,"LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE",14,0,0,OTRO,altos.sur,14
p2019-2020,UEA CENTRO UNIVERSITARIO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021500034,LICENCIATURA EN DISEÑO GRÁFICO PUBLICITARIO,2,7,0,OTRO,centro,2
p2019-2020,UEA CENTRO UNIVERSITARIO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021600017,LICENCIATURA EN DISEÑO DE INTERIORES Y AMBIENTACIÓN,2,6,0,OTRO,centro,18
p2019-2020,UEA CENTRO UNIVERSITARIO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021600042,LICENCIATURA EN DISEÑO Y MERCADOTECNIA DE MODAS,15,19,0,OTRO,centro,15
p2019-2020,UEA CENTRO UNIVERSITARIO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021600079,LICENCIATURA EN ARQUITECTURA 3D,1,0,0,OTRO,centro,1
p2019-2020,UEA CENTRO UNIVERSITARIO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5073200022,LICENCIATURA EN INGENIERÍA CIVIL,3,1,0,OTRO,centro,3
p2019-2020,UEA CENTRO UNIVERSITARIO,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5021600042,LICENCIATURA EN DISEÑO Y MERCADOTECNIA DE MODAS,5,6,0,OTRO,sierra.occidental,7
p2019-2020,UEA CENTRO UNIVERSITARIO,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5031500010,LICENCIATURA EN TRABAJO SOCIAL,5,3,0,OTRO,sierra.occidental,9
p2019-2020,UEA CENTRO UNIVERSITARIO,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5033200006,LICENCIATURA EN CRIMINOLOGÍA,4,1,0,OTRO,sierra.occidental,9
p2019-2020,INSTITUTO SILOE JALISCIENSE DE CIENCIAS DE LA SALUD,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5095500001,LICENCIATURA EN OPTOMETRÍA,48,8,0,OTRO,centro,48
p2019-2020,ESCUELA CULINARIA INTERNACIONAL PLANTEL GUADALAJARA,39,GUADALAJARA,TSU,TSU,4101500003,PROFESIONAL ASOCIADO EN GASTRONOMÍA,0,0,2,OTRO,centro,3
p2019-2020,ESCUELA CULINARIA INTERNACIONAL PLANTEL GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042200039,LICENCIATURA EN ADMINISTRACIÓN DE SERVICIOS DE LA HOSPITALIDAD,0,9,2,OTRO,centro,8
p2019-2020,ESCUELA CULINARIA INTERNACIONAL PLANTEL GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5101500006,LICENCIATURA EN GASTRONOMÍA,33,40,41,OTRO,centro,145
p2019-2020,UNIVERSIDAD METROPOLITANA DE GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021500059,LICENCIATURA EN MULTIMEDIA Y COMUNICACIÓN,0,0,0,OTRO,centro,1
p2019-2020,UNIVERSIDAD METROPOLITANA DE GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,28,18,18,OTRO,centro,125
p2019-2020,UNIVERSIDAD METROPOLITANA DE GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100127,LICENCIATURA EN GESTIÓN EMPRESARIAL Y MERCADOTECNIA,1,1,1,OTRO,centro,1
p2019-2020,UNIVERSIDAD METROPOLITANA DE GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100128,LICENCIATURA EN GESTIÓN EMPRESARIAL Y ADMINISTRACIÓN,33,17,17,OTRO,centro,96
p2019-2020,UNIVERSIDAD METROPOLITANA DE GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100129,LICENCIATURA EN GESTIÓN EMPRESARIAL Y CONTABILIDAD,10,37,37,OTRO,centro,94
p2019-2020,UNIVERSIDAD METROPOLITANA DE GUADALAJARA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5062200059,"LICENCIATURA EN INFORMÁTICA, COMERCIO ELECTRÓNICO Y SEGURIDAD",6,9,9,OTRO,centro,22
p2019-2020,INSTITUTO SUPERIOR SALESIANO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5022100005,LICENCIATURA EN TEOLOGÍA,0,6,21,OTRO,centro,8
p2019-2020,INSTITUTO SUPERIOR SALESIANO,98,SAN PEDRO TLAQUEPAQUE,LICENCIATURA,LICENCIATURA,5022100005,LICENCIATURA EN TEOLOGÍA,9,0,0,OTRO,centro,9
p2019-2020,CENTRO EDUCATIVO NUEVA CULTURA SOCIAL,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100001,LICENCIATURA EN DERECHO CON ORIENTACIÓN EN DERECHOS HUMANOS,14,27,4,OTRO,centro,61
p2019-2020,CENTRO EDUCATIVO LEANDRO GUERRA,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,0,5,0,OTRO,altos.norte,5
p2019-2020,CENTRO EDUCATIVO LEANDRO GUERRA,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,25,15,2,OTRO,altos.norte,87
p2019-2020,UNIVERSIDAD DE INNOVACION Y CULTURA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,0,2,0,OTRO,centro,0
p2019-2020,UNIVERSIDAD DE INNOVACION Y CULTURA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,0,2,0,OTRO,centro,9
p2019-2020,UNIVERSIDAD DE INNOVACION Y CULTURA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5041400026,LICENCIATURA EN CONTADURÍA,0,0,0,OTRO,centro,11
p2019-2020,UNIVERSIDAD DE INNOVACION Y CULTURA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,0,1,0,OTRO,centro,0
p2019-2020,UNIVERSIDAD DE INNOVACION Y CULTURA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,0,10,0,OTRO,centro,18
p2019-2020,UNIVERSIDAD ANAHUAC,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5031500007,LICENCIATURA EN CIENCIAS DE LA FAMILIA,17,19,19,OTRO,centro,45
p2019-2020,INSTITUTO DE CIENCIAS DR PASCUAL ROJAS SANTOSCOY,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,22,27,0,OTRO,cienega,64
p2019-2020,INSTITUTO DE CIENCIAS DR PASCUAL ROJAS SANTOSCOY,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5094200006,LICENCIATURA EN NUTRICIÓN,9,8,0,OTRO,cienega,19
p2019-2020,INSTITUTO DE CIENCIAS MARIA LUISA DE LA PEÑA,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5011100019,LICENCIATURA EN PEDAGOGÍA Y GESTIÓN DEL APRENDIZAJE,35,43,11,OTRO,cienega,204
p2019-2020,INSTITUTO DE CIENCIAS MARIA LUISA DE LA PEÑA,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,0,6,0,OTRO,cienega,1
p2019-2020,UNIVERSIDAD VILLASUNCION CAMPUS ENCARNACION DE DIAZ,35,ENCARNACION DE DIAZ,LICENCIATURA,LICENCIATURA,5033100011,LICENCIATURA EN DERECHO,5,0,0,OTRO,altos.norte,13
p2019-2020,UNIVERSIDAD VILLASUNCION CAMPUS ENCARNACION DE DIAZ,35,ENCARNACION DE DIAZ,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,18,9,0,OTRO,altos.norte,41
p2019-2020,ESCUELA DE ENFERMERIA AMERICA LATINA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,17,46,0,OTRO,centro,53
p2019-2020,CENTRO DE ESTUDIOS SUPERIORES EN CIENCIAS DE LA SALUD,39,GUADALAJARA,TSU,TSU,4095300013,TÉCNICO SUPERIOR UNIVERSITARIO IMAGENÓLOGO,0,11,8,OTRO,centro,62
p2019-2020,CENTRO DE ESTUDIOS SUPERIORES EN CIENCIAS DE LA SALUD,39,GUADALAJARA,TSU,TSU,4095300013,TÉCNICO SUPERIOR UNIVERSITARIO IMAGENÓLOGO,0,0,0,OTRO,centro,87
p2019-2020,UNIVERSITARIOS DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5033100060,LICENCIATURA EN DERECHO CIVIL,0,0,0,OTRO,centro,2
p2019-2020,UNIVERSITARIOS DE OCCIDENTE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5042100055,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,0,0,0,OTRO,centro,2
